row_index,category,firstname,id,motivation,prize_index,share,surname,year
251,chemistry,Robert F.,284,"""for their discovery of fullerenes""",0,3,Curl Jr.,1996
252,chemistry,Sir Harold W.,285,"""for their discovery of fullerenes""",1,3,Kroto,1996
253,chemistry,Richard E.,286,"""for their discovery of fullerenes""",2,3,Smalley,1996
254,medicine,Peter C.,455,"""for their discoveries concerning the specificity of the cell mediated immune defence""",0,2,Doherty,1996
255,medicine,Rolf M.,456,"""for their discoveries concerning the specificity of the cell mediated immune defence""",1,2,Zinkernagel,1996
256,literature,Wislawa,673,"""for poetry that with ironic precision allows the historical and biological context to come to light in fragments of human reality""",0,1,Szymborska,1996
257,peace,Carlos Filipe Ximenes,562,"""for their work towards a just and peaceful solution to the conflict in East Timor""",0,2,Belo,1996
258,peace,José,563,"""for their work towards a just and peaceful solution to the conflict in East Timor""",1,2,Ramos-Horta,1996
259,economics,James A.,715,"""for their fundamental contributions to the economic theory of incentives under asymmetric information""",0,2,Mirrlees,1996
260,economics,William,716,"""for their fundamental contributions to the economic theory of incentives under asymmetric information""",1,2,Vickrey,1996
261,physics,Martin L.,147,"""for the discovery of the tau lepton""",0,2,Perl,1995
262,physics,Frederick,148,"""for the detection of the neutrino""",1,2,Reines,1995
263,chemistry,Paul J.,281,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""",0,3,Crutzen,1995
264,chemistry,Mario J.,282,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""",1,3,Molina,1995
265,chemistry,F. Sherwood,283,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""",2,3,Rowland,1995
266,medicine,Edward B.,452,"""for their discoveries concerning the genetic control of early embryonic development""",0,3,Lewis,1995
267,medicine,Christiane,453,"""for their discoveries concerning the genetic control of early embryonic development""",1,3,Nüsslein-Volhard,1995
268,medicine,Eric F.,454,"""for their discoveries concerning the genetic control of early embryonic development""",2,3,Wieschaus,1995
269,literature,Seamus,672,"""for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past""",0,1,Heaney,1995
270,peace,Joseph,560,"""for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms""",0,2,Rotblat,1995
271,peace,Pugwash Conferences on Science and World Affairs,561,"""for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms""",1,2,,1995
272,economics,Robert E.,714,"""for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy""",0,1,Lucas Jr.,1995
273,physics,Bertram N.,145,"""for the development of neutron spectroscopy""",0,2,Brockhouse,1994
274,physics,Clifford G.,146,"""for the development of the neutron diffraction technique""",1,2,Shull,1994
275,chemistry,George A.,280,"""for his contribution to carbocation chemistry""",0,1,Olah,1994
276,medicine,Alfred G.,450,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",0,2,Gilman,1994
277,medicine,Martin,451,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",1,2,Rodbell,1994
278,literature,Kenzaburo,671,"""who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today""",0,1,Oe,1994
279,peace,Yasser,557,"""for their efforts to create peace in the Middle East""",0,3,Arafat,1994
280,peace,Shimon,558,"""for their efforts to create peace in the Middle East""",1,3,Peres,1994
281,peace,Yitzhak,559,"""for their efforts to create peace in the Middle East""",2,3,Rabin,1994
282,economics,John C.,711,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",0,3,Harsanyi,1994
283,economics,John F.,712,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",1,3,Nash Jr.,1994
284,economics,Reinhard,713,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",2,3,Selten,1994
285,physics,Russell A.,143,"""for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation""",0,2,Hulse,1993
286,physics,Joseph H.,144,"""for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation""",1,2,Taylor Jr.,1993
287,chemistry,Kary B.,278,"""for his invention of the polymerase chain reaction (PCR) method""",0,2,Mullis,1993
288,chemistry,Michael,279,"""for his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies""",1,2,Smith,1993
289,medicine,Richard J.,448,"""for their discoveries of split genes""",0,2,Roberts,1993
290,medicine,Phillip A.,449,"""for their discoveries of split genes""",1,2,Sharp,1993
291,literature,Toni,670,"""who in novels characterized by visionary force and poetic import, gives life to an essential aspect of American reality""",0,1,Morrison,1993
292,peace,Nelson,555,"""for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa""",0,2,Mandela,1993
293,peace,Frederik Willem,556,"""for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa""",1,2,de Klerk,1993
294,economics,Robert W.,709,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",0,2,Fogel,1993
295,economics,Douglass C.,710,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",1,2,North,1993
296,physics,Georges,142,"""for his invention and development of particle detectors, in particular the multiwire proportional chamber""",0,1,Charpak,1992
297,chemistry,Rudolph A.,277,"""for his contributions to the theory of electron transfer reactions in chemical systems""",0,1,Marcus,1992
298,medicine,Edmond H.,446,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",0,2,Fischer,1992
299,medicine,Edwin G.,447,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",1,2,Krebs,1992
300,literature,Derek,669,"""for a poetic oeuvre of great luminosity, sustained by a historical vision, the outcome of a multicultural commitment""",0,1,Walcott,1992
301,peace,Rigoberta,554,"""in recognition of her work for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples""",0,1,Menchú Tum,1992
302,economics,Gary S.,708,"""for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour""",0,1,Becker,1992
303,physics,Pierre-Gilles,141,"""for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers""",0,1,de Gennes,1991
304,chemistry,Richard R.,276,"""for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy""",0,1,Ernst,1991
305,medicine,Erwin,444,"""for their discoveries concerning the function of single ion channels in cells""",0,2,Neher,1991
306,medicine,Bert,445,"""for their discoveries concerning the function of single ion channels in cells""",1,2,Sakmann,1991
307,literature,Nadine,668,"""who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity""",0,1,Gordimer,1991
308,peace,Aung San Suu Kyi,553,"""for her non-violent struggle for democracy and human rights""",0,1,,1991
309,economics,Ronald H.,707,"""for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy""",0,1,Coase,1991
310,physics,Jerome I.,138,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",0,3,Friedman,1990
311,physics,Henry W.,139,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",1,3,Kendall,1990
312,physics,Richard E.,140,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",2,3,Taylor,1990
313,chemistry,Elias James,275,"""for his development of the theory and methodology of organic synthesis""",0,1,Corey,1990
314,medicine,Joseph E.,442,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",0,2,Murray,1990
315,medicine,E. Donnall,443,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",1,2,Thomas,1990
316,literature,Octavio,667,"""for impassioned writing with wide horizons, characterized by sensuous intelligence and humanistic integrity""",0,1,Paz,1990
317,peace,Mikhail Sergeyevich,552,"""for his leading role in the peace process which today characterizes important parts of the international community""",0,1,Gorbachev,1990
318,economics,Harry M.,704,"""for their pioneering work in the theory of financial economics""",0,3,Markowitz,1990
319,economics,Merton H.,705,"""for their pioneering work in the theory of financial economics""",1,3,Miller,1990
320,economics,William F.,706,"""for their pioneering work in the theory of financial economics""",2,3,Sharpe,1990
321,physics,Norman F.,135,"""for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks""",0,2,Ramsey,1989
322,physics,Hans G.,136,"""for the development of the ion trap technique""",1,4,Dehmelt,1989
323,physics,Wolfgang,137,"""for the development of the ion trap technique""",2,4,Paul,1989
324,chemistry,Sidney,273,"""for their discovery of catalytic properties of RNA""",0,2,Altman,1989
325,chemistry,Thomas R.,274,"""for their discovery of catalytic properties of RNA""",1,2,Cech,1989
326,medicine,J. Michael,440,"""for their discovery of the cellular origin of retroviral oncogenes""",0,2,Bishop,1989
327,medicine,Harold E.,441,"""for their discovery of the cellular origin of retroviral oncogenes""",1,2,Varmus,1989
328,literature,Camilo José,666,"""for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability""",0,1,Cela,1989
329,peace,The 14th Dalai Lama (Tenzin Gyatso),551,,0,1,,1989
330,economics,Trygve,703,"""for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures""",0,1,Haavelmo,1989
331,physics,Leon M.,132,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",0,3,Lederman,1988
332,physics,Melvin,133,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",1,3,Schwartz,1988
333,physics,Jack,134,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",2,3,Steinberger,1988
334,chemistry,Johann,270,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",0,3,Deisenhofer,1988
335,chemistry,Robert,271,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",1,3,Huber,1988
336,chemistry,Hartmut,272,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",2,3,Michel,1988
337,medicine,Sir James W.,437,"""for their discoveries of important principles for drug treatment""",0,3,Black,1988
338,medicine,Gertrude B.,438,"""for their discoveries of important principles for drug treatment""",1,3,Elion,1988
339,medicine,George H.,439,"""for their discoveries of important principles for drug treatment""",2,3,Hitchings,1988
340,literature,Naguib,665,"""who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind""",0,1,Mahfouz,1988
341,peace,United Nations Peacekeeping Forces,550,,0,1,,1988
342,economics,Maurice,702,"""for his pioneering contributions to the theory of markets and efficient utilization of resources""",0,1,Allais,1988
343,physics,J. Georg,130,"""for their important break-through in the discovery of superconductivity in ceramic materials""",0,2,Bednorz,1987
344,physics,K. Alexander,131,"""for their important break-through in the discovery of superconductivity in ceramic materials""",1,2,Müller,1987
345,chemistry,Donald J.,267,"""for their development and use of molecules with structure-specific interactions of high selectivity""",0,3,Cram,1987
346,chemistry,Jean-Marie,268,"""for their development and use of molecules with structure-specific interactions of high selectivity""",1,3,Lehn,1987
347,chemistry,Charles J.,269,"""for their development and use of molecules with structure-specific interactions of high selectivity""",2,3,Pedersen,1987
348,medicine,Susumu,436,"""for his discovery of the genetic principle for generation of antibody diversity""",0,1,Tonegawa,1987
349,literature,Joseph,664,"""for an all-embracing authorship, imbued with clarity of thought and poetic intensity""",0,1,Brodsky,1987
350,peace,Oscar,549,"""for his work for peace in Central America, efforts which led to the accord signed in Guatemala on August 7 this year""",0,1,Arias Sánchez,1987
351,economics,Robert M.,701,"""for his contributions to the theory of economic growth""",0,1,Solow,1987
352,physics,Ernst,127,"""for his fundamental work in electron optics, and for the design of the first electron microscope""",0,2,Ruska,1986
353,physics,Gerd,128,"""for their design of the scanning tunneling microscope""",1,4,Binnig,1986
354,physics,Heinrich,129,"""for their design of the scanning tunneling microscope""",2,4,Rohrer,1986
355,chemistry,Dudley R.,264,"""for their contributions concerning the dynamics of chemical elementary processes""",0,3,Herschbach,1986
356,chemistry,Yuan T.,265,"""for their contributions concerning the dynamics of chemical elementary processes""",1,3,Lee,1986
357,chemistry,John C.,266,"""for their contributions concerning the dynamics of chemical elementary processes""",2,3,Polanyi,1986
358,medicine,Stanley,434,"""for their discoveries of growth factors""",0,2,Cohen,1986
359,medicine,Rita,435,"""for their discoveries of growth factors""",1,2,Levi-Montalcini,1986
360,literature,Wole,663,"""who in a wide cultural perspective and with poetic overtones fashions the drama of existence""",0,1,Soyinka,1986
361,peace,Elie,548,,0,1,Wiesel,1986
362,economics,James M.,700,"""for his development of the contractual and constitutional bases for the theory of economic and political decision-making""",0,1,Buchanan Jr.,1986
363,physics,Klaus,126,"""for the discovery of the quantized Hall effect""",0,1,von Klitzing,1985
364,chemistry,Herbert A.,262,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",0,2,Hauptman,1985
365,chemistry,Jerome,263,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",1,2,Karle,1985
366,medicine,Michael S.,432,"""for their discoveries concerning the regulation of cholesterol metabolism""",0,2,Brown,1985
367,medicine,Joseph L.,433,"""for their discoveries concerning the regulation of cholesterol metabolism""",1,2,Goldstein,1985
368,literature,Claude,662,"""who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition""",0,1,Simon,1985
369,peace,International Physicians for the Prevention of Nuclear War,547,,0,1,,1985
370,economics,Franco,699,"""for his pioneering analyses of saving and of financial markets""",0,1,Modigliani,1985
371,physics,Carlo,124,"""for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction""",0,2,Rubbia,1984
372,physics,Simon,125,"""for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction""",1,2,van der Meer,1984
373,chemistry,Robert Bruce,261,"""for his development of methodology for chemical synthesis on a solid matrix""",0,1,Merrifield,1984
374,medicine,Niels K.,429,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",0,3,Jerne,1984
375,medicine,Georges J.F.,430,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",1,3,Köhler,1984
376,medicine,César,431,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",2,3,Milstein,1984
377,literature,Jaroslav,661,"""for his poetry which endowed with freshness, sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man""",0,1,Seifert,1984
378,peace,Desmond Mpilo,546,,0,1,Tutu,1984
379,economics,Richard,698,"""for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis""",0,1,Stone,1984
380,physics,Subramanyan,122,"""for his theoretical studies of the physical processes of importance to the structure and evolution of the stars""",0,2,Chandrasekhar,1983
381,physics,William Alfred,123,"""for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe""",1,2,Fowler,1983
382,chemistry,Henry,260,"""for his work on the mechanisms of electron transfer reactions, especially in metal complexes""",0,1,Taube,1983
383,medicine,Barbara,428,"""for her discovery of mobile genetic elements""",0,1,McClintock,1983
384,literature,William,660,"""for his novels which, with the perspicuity of realistic narrative art and the diversity and universality of myth, illuminate the human condition in the world of today""",0,1,Golding,1983
385,peace,Lech,545,,0,1,Walesa,1983
386,economics,Gerard,697,"""for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium""",0,1,Debreu,1983
387,physics,Kenneth G.,121,"""for his theory for critical phenomena in connection with phase transitions""",0,1,Wilson,1982
388,chemistry,Aaron,259,"""for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes""",0,1,Klug,1982
389,medicine,Sune K.,425,"""for their discoveries concerning prostaglandins and related biologically active substances""",0,3,Bergström,1982
390,medicine,Bengt I.,426,"""for their discoveries concerning prostaglandins and related biologically active substances""",1,3,Samuelsson,1982
391,medicine,John R.,427,"""for their discoveries concerning prostaglandins and related biologically active substances""",2,3,Vane,1982
392,literature,Gabriel,659,"""for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts""",0,1,García Márquez,1982
393,peace,Alva,543,,0,2,Myrdal,1982
394,peace,Alfonso,544,,1,2,García Robles,1982
395,economics,George J.,696,"""for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation""",0,1,Stigler,1982
396,physics,Nicolaas,118,"""for their contribution to the development of laser spectroscopy""",0,4,Bloembergen,1981
397,physics,Arthur Leonard,119,"""for their contribution to the development of laser spectroscopy""",1,4,Schawlow,1981
398,physics,Kai M.,120,"""for his contribution to the development of high-resolution electron spectroscopy""",2,2,Siegbahn,1981
399,chemistry,Kenichi,257,"""for their theories, developed independently, concerning the course of chemical reactions""",0,2,Fukui,1981
400,chemistry,Roald,258,"""for their theories, developed independently, concerning the course of chemical reactions""",1,2,Hoffmann,1981
401,medicine,Roger W.,422,"""for his discoveries concerning the functional specialization of the cerebral hemispheres""",0,2,Sperry,1981
402,medicine,David H.,423,"""for their discoveries concerning information processing in the visual system""",1,4,Hubel,1981
403,medicine,Torsten N.,424,"""for their discoveries concerning information processing in the visual system""",2,4,Wiesel,1981
404,literature,Elias,658,"""for writings marked by a broad outlook, a wealth of ideas and artistic power""",0,1,Canetti,1981
405,peace,Office of the United Nations High Commissioner for Refugees (UNHCR),515,,0,1,,1981
406,economics,James,695,"""for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices""",0,1,Tobin,1981
407,physics,James Watson,116,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",0,2,Cronin,1980
408,physics,Val Logsdon,117,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",1,2,Fitch,1980
409,chemistry,Paul,254,"""for his fundamental studies of the biochemistry of nucleic acids, with particular regard to recombinant-DNA""",0,2,Berg,1980
410,chemistry,Walter,255,"""for their contributions concerning the determination of base sequences in nucleic acids""",1,4,Gilbert,1980
411,chemistry,Frederick,222,"""for their contributions concerning the determination of base sequences in nucleic acids""",2,4,Sanger,1980
412,medicine,Baruj,419,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",0,3,Benacerraf,1980
413,medicine,Jean,420,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",1,3,Dausset,1980
414,medicine,George D.,421,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",2,3,Snell,1980
415,literature,Czeslaw,657,"""who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts""",0,1,Milosz,1980
416,peace,Adolfo,541,,0,1,Pérez Esquivel,1980
417,economics,Lawrence R.,694,"""for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies""",0,1,Klein,1980
418,physics,Sheldon Lee,113,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current""",0,3,Glashow,1979
419,physics,Abdus,114,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current""",1,3,Salam,1979
420,physics,Steven,115,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current""",2,3,Weinberg,1979
421,chemistry,Herbert C.,252,"""for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis""",0,2,Brown,1979
422,chemistry,Georg,253,"""for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis""",1,2,Wittig,1979
423,medicine,Allan M.,417,"""for the development of computer assisted tomography""",0,2,Cormack,1979
424,medicine,Godfrey N.,418,"""for the development of computer assisted tomography""",1,2,Hounsfield,1979
425,literature,Odysseus,655,"""for his poetry, which, against the background of Greek tradition, depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness""",0,1,Elytis,1979
426,peace,Mother Teresa,540,,0,1,,1979
427,economics,Theodore W.,692,"""for their pioneering research into economic development research with particular consideration of the problems of developing countries""",0,2,Schultz,1979
428,economics,Sir Arthur,693,"""for their pioneering research into economic development research with particular consideration of the problems of developing countries""",1,2,Lewis,1979
429,physics,Pyotr Leonidovich,110,"""for his basic inventions and discoveries in the area of low-temperature physics""",0,2,Kapitsa,1978
430,physics,Arno Allan,111,"""for their discovery of cosmic microwave background radiation""",1,4,Penzias,1978
431,physics,Robert Woodrow,112,"""for their discovery of cosmic microwave background radiation""",2,4,Wilson,1978
432,chemistry,Peter D.,251,"""for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory""",0,1,Mitchell,1978
433,medicine,Werner,414,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",0,3,Arber,1978
434,medicine,Daniel,415,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",1,3,Nathans,1978
435,medicine,Hamilton O.,416,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",2,3,Smith,1978
436,literature,Isaac Bashevis,654,"""for his impassioned narrative art which, with roots in a Polish-Jewish cultural tradition, brings universal human conditions to life""",0,1,Singer,1978
437,peace,Mohamed Anwar,538,,0,2,al-Sadat,1978
438,peace,Menachem,539,,1,2,Begin,1978
439,economics,Herbert A.,691,"""for his pioneering research into the decision-making process within economic organizations""",0,1,Simon,1978
440,physics,Philip Warren,107,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",0,3,Anderson,1977
441,physics,Sir Nevill Francis,108,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",1,3,Mott,1977
442,physics,John Hasbrouck,109,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",2,3,van Vleck,1977
443,chemistry,Ilya,250,"""for his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures""",0,1,Prigogine,1977
444,medicine,Roger,411,"""for their discoveries concerning the peptide hormone production of the brain""",0,4,Guillemin,1977
445,medicine,Andrew V.,412,"""for their discoveries concerning the peptide hormone production of the brain""",1,4,Schally,1977
446,medicine,Rosalyn,413,"""for the development of radioimmunoassays of peptide hormones""",2,2,Yalow,1977
447,literature,Vicente,653,"""for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars""",0,1,Aleixandre,1977
448,peace,Amnesty International,537,,0,1,,1977
449,economics,Bertil,689,"""for their pathbreaking contribution to the theory of international trade and international capital movements""",0,2,Ohlin,1977
450,economics,James E.,690,"""for their pathbreaking contribution to the theory of international trade and international capital movements""",1,2,Meade,1977
451,physics,Burton,105,"""for their pioneering work in the discovery of a heavy elementary particle of a new kind""",0,2,Richter,1976
452,physics,Samuel Chao Chung,106,"""for their pioneering work in the discovery of a heavy elementary particle of a new kind""",1,2,Ting,1976
453,chemistry,William N.,249,"""for his studies on the structure of boranes illuminating problems of chemical bonding""",0,1,Lipscomb,1976
454,medicine,Baruch S.,409,"""for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases""",0,2,Blumberg,1976
455,medicine,D. Carleton,410,"""for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases""",1,2,Gajdusek,1976
456,literature,Saul,652,"""for the human understanding and subtle analysis of contemporary culture that are combined in his work""",0,1,Bellow,1976
457,peace,Betty,535,,0,2,Williams,1976
458,peace,Mairead,536,,1,2,Corrigan,1976
459,economics,Milton,688,"""for his achievements in the fields of consumption analysis, monetary history and theory and for his demonstration of the complexity of stabilization policy""",0,1,Friedman,1976
460,physics,Aage Niels,102,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",0,3,Bohr,1975
461,physics,Ben Roy,103,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",1,3,Mottelson,1975
462,physics,Leo James,104,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",2,3,Rainwater,1975
463,chemistry,John Warcup,247,"""for his work on the stereochemistry of enzyme-catalyzed reactions""",0,2,Cornforth,1975
464,chemistry,Vladimir,248,"""for his research into the stereochemistry of organic molecules and reactions""",1,2,Prelog,1975
465,medicine,David,406,"""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""",0,3,Baltimore,1975
466,medicine,Renato,407,"""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""",1,3,Dulbecco,1975
467,medicine,Howard Martin,408,"""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""",2,3,Temin,1975
468,literature,Eugenio,651,"""for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions""",0,1,Montale,1975
469,peace,Andrei Dmitrievich,534,,0,1,Sakharov,1975
470,economics,Leonid Vitaliyevich,686,"""for their contributions to the theory of optimum allocation of resources""",0,2,Kantorovich,1975
471,economics,Tjalling C.,687,"""for their contributions to the theory of optimum allocation of resources""",1,2,Koopmans,1975
472,physics,Sir Martin,100,"""for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars""",0,2,Ryle,1974
473,physics,Antony,101,"""for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars""",1,2,Hewish,1974
474,chemistry,Paul J.,246,"""for his fundamental achievements, both theoretical and experimental, in the physical chemistry of the macromolecules""",0,1,Flory,1974
475,medicine,Albert,403,"""for their discoveries concerning the structural and functional organization of the cell""",0,3,Claude,1974
476,medicine,Christian,404,"""for their discoveries concerning the structural and functional organization of the cell""",1,3,de Duve,1974
477,medicine,George E.,405,"""for their discoveries concerning the structural and functional organization of the cell""",2,3,Palade,1974
478,literature,Eyvind,649,"""for a narrative art, far-seeing in lands and ages, in the service of freedom""",0,2,Johnson,1974
479,literature,Harry,650,"""for writings that catch the dewdrop and reflect the cosmos""",1,2,Martinson,1974
480,peace,Seán,532,,0,2,MacBride,1974
481,peace,Eisaku,533,,1,2,Sato,1974
482,economics,Gunnar,684,"""for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena""",0,2,Myrdal,1974
483,economics,Friedrich August,685,"""for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena""",1,2,von Hayek,1974
484,physics,Leo,97,"""for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively""",0,4,Esaki,1973
485,physics,Ivar,98,"""for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively""",1,4,Giaever,1973
486,physics,Brian David,99,"""for his theoretical predictions of the properties of a supercurrent through a tunnel barrier, in particular those phenomena which are generally known as the Josephson effects""",2,2,Josephson,1973
487,chemistry,Ernst Otto,244,"""for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds""",0,2,Fischer,1973
488,chemistry,Geoffrey,245,"""for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds""",1,2,Wilkinson,1973
489,medicine,Karl,400,"""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""",0,3,von Frisch,1973
490,medicine,Konrad,401,"""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""",1,3,Lorenz,1973
491,medicine,Nikolaas,402,"""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""",2,3,Tinbergen,1973
492,literature,Patrick,648,"""for an epic and psychological narrative art which has introduced a new continent into literature""",0,1,White,1973
493,peace,Henry A.,530,,0,2,Kissinger,1973
494,peace,Le Duc Tho,531,,1,2,,1973
495,economics,Wassily,683,"""for the development of the input-output method and for its application to important economic problems""",0,1,Leontief,1973
496,physics,John,66,"""for their jointly developed theory of superconductivity, usually called the BCS-theory""",0,3,Bardeen,1972
497,physics,Leon Neil,95,"""for their jointly developed theory of superconductivity, usually called the BCS-theory""",1,3,Cooper,1972
498,physics,John Robert,96,"""for their jointly developed theory of superconductivity, usually called the BCS-theory""",2,3,Schrieffer,1972
